24.0,26.90,27.51,28.46,31.79,35.12,36.06,36.68
24.1,27.08,27.69,28.64,31.97,35.30,36.25,36.86
24.2,27.26,27.88,28.82,32.15,35.48,36.43,37.04
24.3,27.44,28.06,29.00,32.33,35.66,36.61,37.22
24.4,27.62,28.24,29.18,32.51,35.85,36.79,37.40
24.5,27.81,28.42,29.36,32.70,36.03,36.97,37.58
24.6,27.99,28.60,29.55,32.88,36.21,37.15,37.77
25.0,28.17,28.78,29.73,33.06,36.39,37.33,37.95
25.1,28.35,28.96,29.91,33.24,36.57,37.52,38.13
25.2,28.53,29.15,30.09,33.42,36.75,37.70,38.31
25.3,28.71,29.33,30.27,33.60,36.93,37.88,38.49
25.4,28.89,29.51,30.45,33.78,37.12,38.06,38.67
25.5,29.08,29.69,30.63,33.97,37.30,38.24,38.85
25.6,29.26,29.87,30.82,34.15,37.48,38.42,39.04
26.0,29.44,30.05,31.00,34.33,37.66,38.60,39.22
26.1,29.62,30.23,31.18,34.51,37.84,38.79,39.40
26.2,29.80,30.42,31.36,34.69,38.02,38.97,39.58
26.3,29.98,30.60,31.54,34.87,38.20,39.15,39.76
26.4,30.16,30.78,31.72,35.05,38.39,39.33,39.94
26.5,30.35,30.96,31.90,35.24,38.57,39.51,40.12
26.6,30.53,31.14,32.09,35.42,38.75,39.69,40.31
27.0,30.71,31.32,32.27,35.60,38.93,39.87,40.49
27.1,30.89,31.50,32.45,35.78,39.11,40.06,40.67
27.2,31.07,31.69,32.63,35.96,39.29,40.24,40.85
27.3,31.25,31.87,32.81,36.14,39.47,40.42,41.03
27.4,31.43,32.05,32.99,36.32,39.66,40.60,41.21
27.5,31.62,32.23,33.17,36.51,39.84,40.78,41.39
27.6,31.80,32.41,33.36,36.69,40.02,40.96,41.58
28.0,31.98,32.59,33.54,36.87,40.20,41.14,41.76
28.1,32.16,32.77,33.72,37.05,40.38,41.33,41.94
28.2,32.34,32.96,33.90,37.23,40.56,41.51,42.12
28.3,32.52,33.14,34.08,37.41,40.74,41.69,42.30
28.4,32.70,33.32,34.26,37.59,40.93,41.87,42.48
28.5,32.89,33.50,34.44,37.78,41.11,42.05,42.66
28.6,33.07,33.68,34.63,37.96,41.29,42.23,42.85
29.0,33.25,33.86,34.81,38.14,41.47,42.41,43.03
29.1,33.43,34.04,34.99,38.32,41.65,42.60,43.21
29.2,33.61,34.23,35.17,38.50,41.83,42.78,43.39
29.3,33.79,34.41,35.35,38.68,42.01,42.96,43.57
29.4,33.97,34.59,35.53,38.86,42.20,43.14,43.75
29.5,34.16,34.77,35.71,39.05,42.38,43.32,43.93
29.6,34.34,34.95,35.90,39.23,42.56,43.50,44.12
30.0,34.52,35.13,36.08,39.41,42.74,43.68,44.30
30.1,34.70,35.31,36.26,39.59,42.92,43.87,44.48
30.2,34.88,35.50,36.44,39.77,43.10,44.05,44.66
30.3,35.06,35.68,36.62,39.95,43.28,44.23,44.84
30.4,35.24,35.86,36.80,40.13,43.47,44.41,45.02
30.5,35.43,36.04,36.98,40.32,43.65,44.59,45.20
30.6,35.61,36.22,37.17,40.50,43.83,44.77,45.39
31.0,35.79,36.40,37.35,40.68,44.01,44.95,45.57
31.1,35.97,36.58,37.53,40.86,44.19,45.14,45.75
31.2,36.15,36.77,37.71,41.04,44.37,45.32,45.93
31.3,36.33,36.95,37.89,41.22,44.55,45.50,46.11
31.4,36.51,37.13,38.07,41.40,44.74,45.68,46.29
31.5,36.70,37.31,38.25,41.59,44.92,45.86,46.47
31.6,36.88,37.49,38.44,41.77,45.10,46.04,46.66
32.0,37.06,37.67,38.62,41.95,45.28,46.22,46.84
32.1,37.24,37.85,38.80,42.13,45.46,46.41,47.02
32.2,37.42,38.04,38.98,42.31,45.64,46.59,47.20
32.3,37.60,38.22,39.16,42.49,45.82,46.77,47.38
32.4,37.78,38.40,39.34,42.67,46.01,46.95,47.56
32.5,37.97,38.58,39.52,42.86,46.19,47.13,47.74
32.6,38.15,38.76,39.71,43.04,46.37,47.31,47.93
